Region,Country,Item Type,,,
Sub-Saharan Africa,Mauritius ,Baby Food,,,
Central America and the Caribbean,Dominican Republic,Beverages,,,
Europe,Russia,Household,,,
Europe,Denmark,Fruits,,,
Sub-Saharan Africa,Zimbabwe,Personal Care,,,
Europe,Georgia,Office Supplies,,,
Sub-Saharan Africa,Burundi,Meat,,,
Europe,Cyprus,Office Supplies,,,
Central America and the Caribbean,Dominica,Household,,,
Middle East and North Africa,Egypt,Beverages,,,
Sub-Saharan Africa,Benin,Office Supplies,,,
Asia,Laos,Meat,,,
Middle East and North Africa,Saudi Arabia,Meat,,,
Europe,Montenegro,Meat,,,
Sub-Saharan Africa,Niger,Personal Care,,,
Australia and Oceania,Papua New Guinea,Beverages,,,
Europe,Albania,Cosmetics,,,
Central America and the Caribbean,Costa Rica,Office Supplies,,,
Central America and the Caribbean,El Salvador,Vegetables,,,
Europe,Montenegro,Household,,,
Asia,Singapore,Baby Food,,,
Australia and Oceania,Solomon Islands,Beverages,,,
Europe,Georgia,Snacks,,,
Sub-Saharan Africa,Sudan,Cosmetics,,,
Asia,Uzbekistan,Cosmetics,,,
Asia,Kyrgyzstan,Cosmetics,,,
Europe,Switzerland,Fruits,,,
Sub-Saharan Africa,Chad,Meat,,,
Sub-Saharan Africa,Guinea,Beverages,,,
Middle East and North Africa,Qatar,Office Supplies,,,
Europe,San Marino,Snacks,,,
Europe,Bulgaria,Baby Food,,,
Europe,Macedonia,Office Supplies,,,
Sub-Saharan Africa,South Sudan,Beverages,,,
Central America and the Caribbean,Trinidad and Tobago,Snacks,,,
Asia,Sri Lanka,Snacks,,,
Europe,Slovakia,Baby Food,,,
Europe,Moldova ,Snacks,,,
Europe,Portugal,Meat,,,
Europe,Switzerland,Cosmetics,,,
Europe,Ireland,Clothes,,,
Europe,Andorra,Office Supplies,,,
Europe,Belarus,Beverages,,,
Sub-Saharan Africa,Zambia,Fruits,,,
Europe,Spain,Beverages,,,
Sub-Saharan Africa,Namibia,Snacks,,,
Central America and the Caribbean,The Bahamas,Office Supplies,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,,,
Middle East and North Africa,United Arab Emirates,Snacks,,,
Europe,Spain,Office Supplies,,,
Sub-Saharan Africa,Angola,Cosmetics,,,
Europe,France,Personal Care,,,
Asia,Kyrgyzstan,Personal Care,,,
Sub-Saharan Africa,Cameroon,Fruits,,,
Asia,Brunei,Meat,,,
Middle East and North Africa,Lebanon,Vegetables,,,
Europe,Croatia,Office Supplies,,,
Sub-Saharan Africa,Malawi,Personal Care,,,
Asia,Cambodia,Office Supplies,,,
Sub-Saharan Africa,Burkina Faso,Household,,,
Europe,Macedonia,Meat,,,
Middle East and North Africa,Tunisia ,Household,,,
Asia,Maldives,Vegetables,,,
Middle East and North Africa,Kuwait,Snacks,,,
Sub-Saharan Africa,Liberia,Fruits,,,
Europe,Montenegro,Clothes,,,
Central America and the Caribbean,Guatemala,Vegetables,,,
Middle East and North Africa,Algeria,Cereal,,,
Sub-Saharan Africa,Namibia,Household,,,
Sub-Saharan Africa,Guinea,Baby Food,,,
Asia,Bhutan,Clothes,,,
Australia and Oceania,New Zealand,Household,,,
Australia and Oceania,Kiribati,Cereal,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Household,,,
Sub-Saharan Africa,Burundi,Clothes,,,
Asia,Cambodia,Clothes,,,
North America,Canada,Household,,,
Europe,Slovakia,Baby Food,,,
Asia,Japan,Personal Care,,,
Sub-Saharan Africa,Equatorial Guinea,Meat,,,
Asia,Brunei,Clothes,,,
Sub-Saharan Africa,Cameroon,Cereal,,,
Europe,Slovenia,Vegetables,,,
Europe,Vatican City,Fruits,,,
Sub-Saharan Africa,Lesotho,Office Supplies,,,
Sub-Saharan Africa,Angola,Vegetables,,,
Europe,Montenegro,Office Supplies,,,
Sub-Saharan Africa,Lesotho,Fruits,,,
Middle East and North Africa,Turkey,Beverages,,,
Sub-Saharan Africa,Mauritania,Clothes,,,
Europe,Austria,Beverages,,,
Australia and Oceania,Australia,Meat,,,
Sub-Saharan Africa,Niger,Office Supplies,,,
North America,Mexico,Clothes,,,
Europe,Netherlands,Cereal,,,
Europe,France,Office Supplies,,,
Australia and Oceania,East Timor,Vegetables,,,
Middle East and North Africa,United Arab Emirates,Office Supplies,,,
Europe,Cyprus,Cosmetics,,,
Europe,Portugal,Cosmetics,,,
Australia and Oceania,Fiji,Household,,,
Europe,Iceland,Baby Food,,,
Europe,Croatia,Office Supplies,,,
Sub-Saharan Africa,Botswana,Baby Food,,,
Middle East and North Africa,Yemen,Clothes,,,
Europe,Austria,Snacks,,,
Sub-Saharan Africa,Niger,Beverages,,,
Europe,Kosovo,Baby Food,,,
Europe,Czech Republic,Clothes,,,
Europe,Luxembourg,Beverages,,,
Europe,Belarus,Baby Food,,,
Asia,Cambodia,Personal Care,,,
North America,Canada,Beverages,,,
Middle East and North Africa,Afghanistan,Household,,,
Asia,Myanmar,Snacks,,,
Australia and Oceania,Palau,Clothes,,,
Europe,Albania,Meat,,,
Sub-Saharan Africa,Togo,Cosmetics,,,
Central America and the Caribbean,Nicaragua,Household,,,
Central America and the Caribbean,Panama,Beverages,,,
Australia and Oceania,Palau,Household,,,
Asia,Mongolia,Clothes,,,
Europe,Czech Republic,Clothes,,,
Europe,Moldova ,Fruits,,,
Asia,Brunei,Household,,,
Asia,Philippines,Personal Care,,,
Central America and the Caribbean,Cuba,Cosmetics,,,
Sub-Saharan Africa,The Gambia,Snacks,,,
Sub-Saharan Africa,Mozambique,Household,,,
Europe,France,Snacks,,,
Sub-Saharan Africa,Malawi,Vegetables,,,
Asia,Indonesia,Cereal,,,
Sub-Saharan Africa,Malawi,Beverages,,,
Middle East and North Africa,Syria,Snacks,,,
Europe,Kosovo,Fruits,,,
Central America and the Caribbean,Trinidad and Tobago,Cereal,,,
Europe,Germany,Household,,,
Middle East and North Africa,Jordan,Household,,,
Sub-Saharan Africa,The Gambia,Vegetables,,,
Asia,Indonesia,Cereal,,,
Sub-Saharan Africa,Tanzania,Cosmetics,,,
Central America and the Caribbean,El Salvador,Household,,,
Europe,Bulgaria,Household,,,
Central America and the Caribbean,Belize,Vegetables,,,
Sub-Saharan Africa,Mauritania,Meat,,,
Sub-Saharan Africa,Sierra Leone,Baby Food,,,
Europe,Norway,Personal Care,,,
Sub-Saharan Africa,Botswana,Cereal,,,
Europe,Vatican City,Beverages,,,
Europe,Lithuania,Beverages,,,
Central America and the Caribbean,Dominican Republic,Fruits,,,
Sub-Saharan Africa,Ethiopia,Office Supplies,,,
Europe,Montenegro,Clothes,,,
Central America and the Caribbean,Honduras,Personal Care,,,
Asia,Turkmenistan,Snacks,,,
Middle East and North Africa,Lebanon,Clothes,,,
Australia and Oceania,New Zealand,Cosmetics,,,
Sub-Saharan Africa,Zimbabwe,Fruits,,,
Europe,San Marino,Personal Care,,,
Europe,Montenegro,Cereal,,,
Europe,Slovenia,Vegetables,,,
Sub-Saharan Africa,Chad,Cereal,,,
Asia,Kazakhstan,Household,,,
Sub-Saharan Africa,South Africa,Clothes,,,
Europe,Montenegro,Meat,,,
Europe,Ireland,Office Supplies,,,
Middle East and North Africa,Qatar,Meat,,,
Sub-Saharan Africa,Uganda,Baby Food,,,
Middle East and North Africa,Morocco,Beverages,,,
Europe,Greece,Vegetables,,,
Europe,Netherlands,Cereal,,,
Australia and Oceania,Kiribati,Baby Food,,,
Middle East and North Africa,Oman,Clothes,,,
Asia,North Korea,Cosmetics,,,
Asia,Nepal,Clothes,,,
Europe,Ireland,Baby Food,,,
Sub-Saharan Africa,Seychelles ,Vegetables,,,
Sub-Saharan Africa,Senegal,Cosmetics,,,
Central America and the Caribbean,Cuba,Household,,,
Central America and the Caribbean,Saint Lucia,Cosmetics,,,
North America,United States of America,Household,,,
Middle East and North Africa,Iran,Vegetables,,,
Europe,Croatia,Cereal,,,
Asia,Thailand,Clothes,,,
Sub-Saharan Africa,Burundi,Cosmetics,,,
Europe,Malta,Cosmetics,,,
Sub-Saharan Africa,Central African Republic,Cosmetics,,,
Middle East and North Africa,Somalia,Baby Food,,,
Sub-Saharan Africa,Botswana,Baby Food,,,
Asia,Bangladesh,Household,,,
Asia,Vietnam,Fruits,,,
Europe,Kosovo,Cereal,,,
Australia and Oceania,Australia,Vegetables,,,
Europe,Cyprus,Cereal,,,
Asia,South Korea,Office Supplies,,,
Australia and Oceania,Solomon Islands,Fruits,,,
Sub-Saharan Africa,Rwanda,Office Supplies,,,
Sub-Saharan Africa,Lesotho,Clothes,,,
Sub-Saharan Africa,Nigeria,Baby Food,,,
Europe,Macedonia,Clothes,,,
Sub-Saharan Africa,Nigeria,Meat,,,
Sub-Saharan Africa,Malawi,Snacks,,,
Sub-Saharan Africa,Tanzania,Cereal,,,
Asia,Sri Lanka,Household,,,
Europe,Croatia,Clothes,,,
Sub-Saharan Africa,Guinea,Meat,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,,,
Europe,Portugal,Office Supplies,,,
Sub-Saharan Africa,Burkina Faso,Office Supplies,,,
Asia,Singapore,Cereal,,,
Europe,Russia,Baby Food,,,
Sub-Saharan Africa,Sudan,Cereal,,,
Europe,Denmark,Clothes,,,
Middle East and North Africa,Morocco,Household,,,
Sub-Saharan Africa,Malawi,Cosmetics,,,
Sub-Saharan Africa,Guinea-Bissau,Snacks,,,
Sub-Saharan Africa,Cameroon,Snacks,,,
Europe,Slovenia,Meat,,,
Asia,Indonesia,Snacks,,,
North America,Mexico,Cereal,,,
Middle East and North Africa,Afghanistan,Cereal,,,
Europe,Germany,Snacks,,,
Central America and the Caribbean,Costa Rica,Cosmetics,,,
Central America and the Caribbean,Grenada,Beverages,,,
Asia,Tajikistan,Personal Care,,,
Middle East and North Africa,Libya,Beverages,,,
Sub-Saharan Africa,Niger,Office Supplies,,,
Europe,France,Personal Care,,,
Asia,Brunei,Personal Care,,,
Europe,Poland,Baby Food,,,
Middle East and North Africa,Libya,Clothes,,,
Middle East and North Africa,Kuwait,Fruits,,,
Middle East and North Africa,Qatar,Vegetables,,,
Europe,Sweden,Cereal,,,
Asia,Taiwan,Office Supplies,,,
North America,United States of America,Cosmetics,,,
Middle East and North Africa,Iran,Baby Food,,,
Sub-Saharan Africa,The Gambia,Household,,,
Australia and Oceania,Nauru,Household,,,
Sub-Saharan Africa,Mali,Personal Care,,,
Middle East and North Africa,Turkey,Snacks,,,
Central America and the Caribbean,Jamaica,Clothes,,,
Asia,Turkmenistan,Household,,,
Europe,Italy,Clothes,,,
Sub-Saharan Africa,Sudan,Baby Food,,,
Europe,Ukraine,Clothes,,,
Asia,South Korea,Household,,,
Sub-Saharan Africa,Burundi,Clothes,,,
Europe,Poland,Snacks,,,
Sub-Saharan Africa,Namibia,Household,,,
Asia,Uzbekistan,Snacks,,,
Asia,Taiwan,Baby Food,,,
Europe,Kosovo,Meat,,,
Australia and Oceania,Samoa ,Beverages,,,
Sub-Saharan Africa,Guinea,Office Supplies,,,
Asia,Maldives,Meat,,,
Asia,Mongolia,Cosmetics,,,
Europe,Germany,Personal Care,,,
Europe,Iceland,Clothes,,,
Australia and Oceania,Tonga,Personal Care,,,
Australia and Oceania,Marshall Islands,Cereal,,,
Europe,Kosovo,Beverages,,,
Europe,France,Snacks,,,
Middle East and North Africa,Somalia,Meat,,,
Europe,Ireland,Office Supplies,,,
Europe,Romania,Cosmetics,,,
Asia,Philippines,Cereal,,,
Middle East and North Africa,Tunisia ,Office Supplies,,,
Sub-Saharan Africa,Madagascar,Meat,,,
Asia,Bhutan,Personal Care,,,
Asia,Indonesia,Personal Care,,,
Europe,Macedonia,Personal Care,,,
Central America and the Caribbean,Grenada,Meat,,,
Europe,Lithuania,Vegetables,,,
Central America and the Caribbean,The Bahamas,Personal Care,,,
Middle East and North Africa,Algeria,Fruits,,,
Middle East and North Africa,Kuwait,Household,,,
Asia,Maldives,Personal Care,,,
Asia,Maldives,Vegetables,,,
Sub-Saharan Africa,Seychelles ,Meat,,,
Australia and Oceania,Vanuatu,Cosmetics,,,
Europe,Moldova ,Household,,,
Asia,Bangladesh,Cereal,,,
Australia and Oceania,Federated States of Micronesia,Household,,,
Europe,Latvia,Cosmetics,,,
Sub-Saharan Africa,Senegal,Clothes,,,
Sub-Saharan Africa,Djibouti,Baby Food,,,
Sub-Saharan Africa,Mozambique,Beverages,,,
Sub-Saharan Africa,Mauritania,Baby Food,,,
Sub-Saharan Africa,Guinea-Bissau,Baby Food,,,
Sub-Saharan Africa,Burundi,Vegetables,,,
Sub-Saharan Africa,Swaziland,Meat,,,
Central America and the Caribbean,Saint Lucia,Snacks,,,
Central America and the Caribbean,Dominica,Household,,,
Middle East and North Africa,Tunisia ,Fruits,,,
Central America and the Caribbean,Antigua and Barbuda ,Household,,,
Europe,Belgium,Beverages,,,
Sub-Saharan Africa,Chad,Cereal,,,
Sub-Saharan Africa,Rwanda,Baby Food,,,
Middle East and North Africa,Oman,Meat,,,
Middle East and North Africa,Jordan,Office Supplies,,,
Europe,United Kingdom,Vegetables,,,
Sub-Saharan Africa,South Sudan,Clothes,,,
Europe,Belarus,Office Supplies,,,
Sub-Saharan Africa,Republic of the Congo,Meat,,,
Europe,Poland,Household,,,
Sub-Saharan Africa,Ethiopia,Snacks,,,
Middle East and North Africa,Jordan,Meat,,,
Europe,Armenia,Personal Care,,,
Sub-Saharan Africa,Zimbabwe,Fruits,,,
Sub-Saharan Africa,Sierra Leone,Office Supplies,,,
Europe,Bosnia and Herzegovina,Baby Food,,,
Europe,Belgium,Clothes,,,
Europe,Belarus,Office Supplies,,,
Central America and the Caribbean,Panama,Household,,,
Asia,North Korea,Cereal,,,
Middle East and North Africa,Egypt,Cosmetics,,,
Asia,Bhutan,Vegetables,,,
Europe,Portugal,Snacks,,,
Sub-Saharan Africa,Niger,Cereal,,,
Europe,Bosnia and Herzegovina,Cosmetics,,,
Europe,Poland,Fruits,,,
Sub-Saharan Africa,Gabon,Cosmetics,,,
Asia,South Korea,Cosmetics,,,
Asia,Sri Lanka,Beverages,,,
Asia,South Korea,Fruits,,,
Australia and Oceania,Australia,Beverages,,,
Asia,Thailand,Meat,,,
Australia and Oceania,Tonga,Personal Care,,,
Middle East and North Africa,Lebanon,Clothes,,,
Europe,Greece,Cosmetics,,,
Europe,Norway,Office Supplies,,,
Europe,Finland,Meat,,,
Europe,Bosnia and Herzegovina,Snacks,,,
Europe,Slovakia,Fruits,,,
Europe,Montenegro,Baby Food,,,
Central America and the Caribbean,Dominican Republic,Snacks,,,
Sub-Saharan Africa,Guinea-Bissau,Clothes,,,
Sub-Saharan Africa,Chad,Office Supplies,,,
Europe,Slovakia,Personal Care,,,
Asia,Thailand,Clothes,,,
Asia,Brunei,Clothes,,,
Europe,Macedonia,Clothes,,,
Asia,Brunei,Fruits,,,
Europe,Greece,Personal Care,,,
Europe,Malta,Baby Food,,,
Asia,India,Meat,,,
Europe,Macedonia,Office Supplies,,,
Sub-Saharan Africa,Comoros,Office Supplies,,,
Europe,Malta,Clothes,,,
Australia and Oceania,Nauru,Baby Food,,,
Asia,Sri Lanka,Cereal,,,
Central America and the Caribbean,Barbados,Personal Care,,,
Europe,Lithuania,Fruits,,,
Central America and the Caribbean,El Salvador,Office Supplies,,,
Europe,Slovakia,Household,,,
Europe,Estonia,Fruits,,,
Sub-Saharan Africa,Lesotho,Household,,,
Europe,Georgia,Beverages,,,
Australia and Oceania,Papua New Guinea,Fruits,,,
Europe,Montenegro,Household,,,
Australia and Oceania,Palau,Cosmetics,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Household,,,
Australia and Oceania,Nauru,Cereal,,,
Middle East and North Africa,Yemen,Baby Food,,,
Europe,Georgia,Cosmetics,,,
Sub-Saharan Africa,Seychelles ,Cereal,,,
Sub-Saharan Africa,Rwanda,Office Supplies,,,
Middle East and North Africa,Saudi Arabia,Office Supplies,,,
Europe,Georgia,Household,,,
Europe,Malta,Fruits,,,
Asia,South Korea,Office Supplies,,,
Sub-Saharan Africa,Eritrea,Vegetables,,,
Europe,Iceland,Baby Food,,,
Sub-Saharan Africa,Djibouti,Vegetables,,,
Australia and Oceania,Tuvalu,Office Supplies,,,
Middle East and North Africa,Lebanon,Clothes,,,
Sub-Saharan Africa,Mozambique,Vegetables,,,
Middle East and North Africa,Kuwait,Household,,,
Asia,North Korea,Meat,,,
Asia,Brunei,Baby Food,,,
Asia,Philippines,Baby Food,,,
Middle East and North Africa,Morocco,Meat,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,,,
Central America and the Caribbean,Dominican Republic,Vegetables,,,
Central America and the Caribbean,Honduras,Baby Food,,,
Middle East and North Africa,Kuwait,Snacks,,,
Middle East and North Africa,Israel,Beverages,,,
Europe,Estonia,Beverages,,,
Sub-Saharan Africa,Kenya,Snacks,,,
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,,,
Asia,Maldives,Clothes,,,
Central America and the Caribbean,Trinidad and Tobago,Baby Food,,,
Australia and Oceania,Vanuatu,Meat,,,
Sub-Saharan Africa,Cameroon,Meat,,,
Sub-Saharan Africa,Republic of the Congo,Personal Care,,,
Australia and Oceania,Nauru,Household,,,
Sub-Saharan Africa,Benin,Fruits,,,
Asia,Bhutan,Cosmetics,,,
Europe,United Kingdom,Personal Care,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,,,
Middle East and North Africa,Lebanon,Vegetables,,,
Sub-Saharan Africa,Zimbabwe,Vegetables,,,
Sub-Saharan Africa,Swaziland,Cereal,,,
Asia,Tajikistan,Cereal,,,
Asia,Bangladesh,Cereal,,,
Sub-Saharan Africa,Mauritius ,Fruits,,,
Middle East and North Africa,Qatar,Fruits,,,
Sub-Saharan Africa,Malawi,Fruits,,,
Europe,Serbia,Meat,,,
Asia,Tajikistan,Cosmetics,,,
Australia and Oceania,Federated States of Micronesia,Vegetables,,,
Asia,Mongolia,Beverages,,,
Asia,Kazakhstan,Baby Food,,,
Middle East and North Africa,Somalia,Cosmetics,,,
Europe,Poland,Meat,,,
Europe,Ireland,Office Supplies,,,
Asia,Philippines,Household,,,
Central America and the Caribbean,Belize,Household,,,
Middle East and North Africa,Algeria,Baby Food,,,
Asia,Philippines,Beverages,,,
Asia,Kazakhstan,Clothes,,,
Europe,United Kingdom,Clothes,,,
Europe,Netherlands,Baby Food,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,,,
Europe,Austria,Meat,,,
Europe,Spain,Personal Care,,,
Sub-Saharan Africa,Ethiopia,Snacks,,,
Europe,Lithuania,Clothes,,,
Middle East and North Africa,Syria,Cosmetics,,,
Sub-Saharan Africa,Zambia,Personal Care,,,
Europe,Poland,Personal Care,,,
Sub-Saharan Africa,Mauritania,Meat,,,
Europe,Bulgaria,Beverages,,,
Middle East and North Africa,Bahrain,Clothes,,,
Australia and Oceania,Tonga,Personal Care,,,
Middle East and North Africa,Yemen,Fruits,,,
Sub-Saharan Africa,Togo,Beverages,,,
Sub-Saharan Africa,Benin,Meat,,,
Sub-Saharan Africa,Djibouti,Beverages,,,
Middle East and North Africa,Bahrain,Baby Food,,,
Europe,Luxembourg,Meat,,,
Sub-Saharan Africa,Mauritius ,Beverages,,,
Asia,Sri Lanka,Baby Food,,,
Australia and Oceania,Australia,Cereal,,,
Middle East and North Africa,Turkey,Clothes,,,
Asia,India,Fruits,,,
Europe,Vatican City,Beverages,,,
Australia and Oceania,Kiribati,Clothes,,,
Sub-Saharan Africa,Rwanda,Cereal,,,
Sub-Saharan Africa,Chad,Clothes,,,
Europe,Ireland,Snacks,,,
Central America and the Caribbean,Jamaica,Cosmetics,,,
Central America and the Caribbean,Belize,Meat,,,
Middle East and North Africa,Tunisia ,Personal Care,,,
Asia,Myanmar,Cereal,,,
Europe,Italy,Meat,,,
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,,,
Asia,Maldives,Baby Food,,,
Asia,Kazakhstan,Snacks,,,
Central America and the Caribbean,Nicaragua,Cereal,,,
Asia,Myanmar,Snacks,,,
Central America and the Caribbean,Dominica,Fruits,,,
Sub-Saharan Africa,Angola,Vegetables,,,
Sub-Saharan Africa,Gabon,Baby Food,,,
Sub-Saharan Africa,Cameroon,Cosmetics,,,
Middle East and North Africa,Israel,Meat,,,
Europe,France,Snacks,,,
Middle East and North Africa,Iran,Personal Care,,,
Asia,Kyrgyzstan,Personal Care,,,
Europe,Andorra,Baby Food,,,
Europe,Sweden,Office Supplies,,,
Europe,Belgium,Cereal,,,
Central America and the Caribbean,Guatemala,Fruits,,,
Europe,Andorra,Beverages,,,
North America,Mexico,Office Supplies,,,
Europe,United Kingdom,Personal Care,,,
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,,,
Central America and the Caribbean,Dominica,Personal Care,,,
Sub-Saharan Africa,Sierra Leone,Cereal,,,
Middle East and North Africa,United Arab Emirates,Office Supplies,,,
Sub-Saharan Africa,Sao Tome and Principe,Fruits,,,
Central America and the Caribbean,Guatemala,Cereal,,,
Sub-Saharan Africa,South Sudan,Meat,,,
Sub-Saharan Africa,Zimbabwe,Household,,,
Europe,Greece,Cereal,,,
Sub-Saharan Africa,Ethiopia,Clothes,,,
Australia and Oceania,Tuvalu,Baby Food,,,
Sub-Saharan Africa,Togo,Clothes,,,
Sub-Saharan Africa,Burkina Faso,Baby Food,,,
Europe,Macedonia,Clothes,,,
Central America and the Caribbean,Guatemala,Clothes,,,
Central America and the Caribbean,Haiti,Household,,,
Middle East and North Africa,Kuwait,Vegetables,,,
Asia,China,Fruits,,,
Asia,Turkmenistan,Beverages,,,
Europe,Portugal,Snacks,,,
Europe,Denmark,Fruits,,,
Australia and Oceania,Papua New Guinea,Meat,,,
